Input,Target,Progression
"Yes,he is. He's still weak,but he's lucid.",Can I go see him,D
I've been so worried.,I know. He'll be glad to see you.,N 
I can't wait to talk to him.,I'll let you two catch up.,N 
Your grandmother is resting comfortably.,That's good to hear. Can I see her,N
"Yes,but she's sleeping right now.",I'll just sit with her.,N 
That's perfectly fine.,Thank you.,N
We'll let you know if anything changes.,I appreciate it.,N
She's in good hands.,I know she is. Thank you for everything.,N 
We have some concerns about your son's latest test results.,Concerns What kind of concerns,I
There are some irregularities that we need to investigate further.,Is he going to be okay,I 
We're not sure yet. We need to run more tests.,"Oh god,this is a nightmare.",I 
"Just please,tell me he's going to be alright.",We're doing our best.,D 
Your father is awake and asking for you.,Really That's fantastic news,D
"He's still a bit groggy,but he's definitely improving.",Can I see him,D
I'm so happy to hear he's doing better.,He's a strong man.,N 
I can't wait to talk to him.,He's been looking forward to it.,N 
We've had to sedate your daughter. She's in a lot of pain.,Oh no... is she going to be okay,I
We're managing her pain as best we can.,I hate seeing her like this.,I 
Is there anything I can do,Just be there for her when she wakes up.,D 
The next few hours are critical for your husband.,What does that mean,I
"We're doing everything we can,but his condition is unstable.",He can't... he can't die.,I
We're not giving up hope.,I don't know what I would do without him.,I
"We're here for you,whatever happens.",Please... just save him.,I 
Your sister is showing signs of improvement.,"Oh,that's wonderful news",D
"She's still weak,but she's breathing on her own now.",Can I see her,I
"Yes,but she's still sleeping.",I just want to be there when she wakes up.,I 
Thank you so much.,You're welcome.,D 
We need to discuss endoflife care for your mother.,Endoflife care What are you saying,I
We've done all we can. Her body is shutting down.,"No... no,this can't be happening.",I 
I know this is difficult to hear.,I'm not ready to lose her.,I
I just... I need a moment.,Take all the time you need.,D 
"We've stabilized your mother for now,but she's still in critical condition.","Thank you,Doctor. Is there anything else you can do",N
"We're doing everything we can,but her body is weak.","I understand... just please,keep trying.",D
Of course. We'll monitor her closely and update you on any changes.,Thank you. Can I see her,N
"She's resting right now,but you can see her in a few hours.","Okay,thank you.",D
We'll let you know when she's ready.,"Thank you so much,Doctor.",N
I'm afraid your husband's surgery has hit a snag.,What happened Is he going to be okay,I
"There were complications,and we're doing our best to address them.",But will he be alright Please tell me.,I
"We're doing everything we can,but it's a delicate situation.",I... I don't know what to do.,I
We'll keep you informed every step of the way.,"Please,just save him.",I 
We're giving it our all.,I need him to be okay...,I
"Your son's test results are inconclusive,we need further tests.",More tests He's already been through so much.,D
"I know it's hard,but it's necessary for a proper diagnosis.",Is there anything I can do to help,N 
"Just be there for him,and we'll figure this out together.","I will. Thank you,Doctor.",D
We're here for both of you.,I appreciate that.,N
We'll get through this.,I hope so.,D 
Your daughter is responding well to the treatment.,"Oh,thank goodness Is she going to be okay",D
"It's too early to say for sure,but the signs are positive.",That's such a relief to hear.,D
We'll continue to monitor her progress closely.,"Thank you for everything,Doctor.",N 
"We're here for her,and for you.",Thank you.,N
We'll keep you updated.,I appreciate it.,N 
The medication seems to be causing some side effects.,What kind of side effects Is she going to be alright,I 
We're adjusting the dosage to minimize them.,Will that help I'm worried about her.,I
"It should,but we'll monitor her closely.",Please do. This is all so scary.,I
We're doing everything we can to ensure her comfort and safety.,"Thank you,Doctor.",D
We'll keep you informed of any changes.,Please do.,D 
We need to discuss further treatment options for your father.,What kind of options Is there anything else we can do,I
"There are a few possibilities,each with its own risks and benefits.",I don't understand... what's the best option,I 
It depends on his individual case and what you're comfortable with.,I just want what's best for him.,I 
We'll go over everything together and help you make an informed decision.,"Thank you,Doctor.",N
We're here to support you both.,I appreciate that.,D 
"The biopsy results are back,and it's not what we hoped for.",What does that mean What's wrong,I 
"It's malignant,I'm afraid.",Cancer But... how,I 
We'll discuss the next steps and treatment options.,I... I don't know what to say.,I 
"We're here for you,and we'll fight this together.",Okay...,I 
"We'll get through this,one step at a time.",Thank you.,I 
Your wife's condition is deteriorating rapidly.,What But... she was doing better this morning.,I 
There's been a sudden turn for the worse.,No... this can't be happening.,I 
We're doing everything we can to stabilize her.,"Please,you have to save her.",I
"We're doing our best,but it's a critical situation.",I can't lose her...,I
"We understand,and we're here for you.",I just... I need a miracle.,I 
We've had to put your brother on a ventilator.,A ventilator Is he going to be okay,I
"His lungs are struggling,and he needs help breathing.",Will this help him get better,I 
It will give his body time to rest and heal.,I hope so... this is all so sudden.,I
We're monitoring him closely and will keep you updated.,"Thank you,Doctor.",D 
We're here for you both.,I appreciate it.,N 
We need to perform emergency surgery on your child.,Emergency surgery What happened,I
"There's been a complication,and we need to operate immediately.",But... will he be alright,I
"We're doing everything we can,but it's a serious situation.","Please,just save my baby.",I
We're giving it our all.,He's all I have...,I 
"We understand,and we're here for you.","Please,just don't let anything happen to him.",I 
Your mother's heart is failing.,Failing What can we do,I 
"We're doing everything we can,but it's not responding to treatment.",No... she can't leave us.,I 
"We're running more tests,but the prognosis is not good.",I don't understand... how can this be happening,I 
"We'll keep you informed,and we're here for you during this difficult time.",Thank you...,I
We know this is hard.,I just... I need more time.,I 
Your friend's injuries are quite severe.,Will she be okay What's the extent of the damage,I
She has multiple fractures and internal bleeding.,Oh god... is she going to make it,I 
"We're doing everything we can,but she's in critical condition.","I can't lose her,she's my best friend.",I 
